제목,링크,내용
“스쿨존은 알아도 실버존은 몰라요”… 관심 사각지대 ‘<b>노인보호구역</b>’,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=366&aid=0000760095,서울시내 실버존 개 스쿨존의 분의  전문가 실버존 관련 시설 보완 및 홍보 등 필요해 일 오후 서울시 강남구의 한 이면도로에 들어서자 노인보호구역 여기부터 속도를 줄이시오라는 안내표지판이 
<b>서울시</b>, 전통시장 주변 '<b>노인보호구역</b>' 전국 최초 지정…시속 30km 제한,https://www.etoday.co.kr/news/view/2016550,서울시는 노인보호구역 제도가 생긴 년부터 복지관 경로당 의료시설 등 노인 유동인구가 많은 시설을 중심으로 노인보호구역을 지정하고 있다 현재 서울 시내에 총 개소가 지정돼있다 올해 최초로 
<b>서울시</b>, 전통시장 주변도 ‘<b>노인보호구역</b>’ 지정,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0003351894,서울시는 전통시장을 노인보호구역으로 지정하기 위해 올 월 노인보호구역에 관한 조례를 제정했다 현행 도로교통법에 따르면 복지관 경로당 의료시설 등 노인 보행이 집중되는 시설을 노인보호구역으로 지정할 
<b>서울시</b> 전통시장 주변 `<b>노인보호구역</b>`,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=029&aid=0002667977,서울시는 시내 노인 보행사고 발생이 잦은 전통시장 주변 도로를 전국 최초로 노인보호구역으로 올해 월 지정한다고 일 밝혔다 사고가 가장 빈번했던 성북구 장위시장 동대문구 청량리 청과물 시장 도봉구 
<b>서울시 노인</b> 보행 교통사고 잦은 전통시장 4곳 '<b>노인보호구역</b>' 지정,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=119&aid=0002485651,이에 서울시는 지난 월 노인보호구역에 관한 조례를 만들었다 도로교통법상 노인보호구역 지정 대상에는 복지관이나 경로당 같은 시설과 달리 전통시장이 명시돼있지 않고 조례로 정할 수 있게 돼 있다 
서울 전통시장 4곳 ‘<b>노인보호구역</b>’ 지정된다,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=022&aid=0003572557,서울시는 노인보호구역으로 지정하기 위해 지난 월 관련 조례를 제정하고 서울시장 직권으로 전통시장 주변을 노인보호구역으로 지정할 수 있도록 했다 노인보호구역으로 지정하는 성북구 장위시장 입구에는 최근 
서울 전통시장 도로 '<b>노인보호구역</b>',https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=103&oid=015&aid=0004531878,서울시는 해당 구역에 노인보호구역을 알리는 표지판을 설치하고 과속단속 폐쇄회로 과속방지턱 미끄럼방지포장 등 교통안전시설을 보강할 계획이다 서울시에 따르면 지난해 교통사고로 사망한 보행자 명 중 
서울 전통시장 4곳에 <b>노인보호구역</b> 생긴다,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010391006,시 관계자는 올해 월 서울시 노인보호구역 지정 관련 조례가 제정됐다며 노인사고  발생지점인 전통시장을 보호구역으로 지정해 노인들의 보행 안전을 강화하겠다고 말했다 년부터 도입된 노인보호구역은 
전통시장, <b>노인 보호구역</b>으로 지정·관리 된다,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=417&aid=0000634342,성종기 서울시의원 노인장애인 보호구역 지정 관리 조례안 대표발의 올해 상반기 기준 서울시에는 총 개소의 크고 작은 전통시장이 있다 고령자의 왕래가 잦은 전통시장이 이르면 년부터 노인보호구역으로 
도로교통공단, <b>노인보호구역</b>에서는 반드시 서행!,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005016210,도로교통공단이사장 윤종기이 일 서울시 관악노인종합복지관 인근 노인보호구역에서 노인 보행자에 대한 양보와 배려 문화 정착을 위한 사진행사를 진행했다 경찰관과 노인들이 함께 노인보호구역 내 안전 
<b>노인보호구역</b>에서는 서행하는 습관을,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005016207,도로교통공단이사장 윤종기이 일 서울시 관악노인종합복지관 인근 노인보호구역에서 노인보호구역에서는 반드시 서행해 주세요사진행사를 진행했다 공단 마스코트 호둥이 호순이와 함께 노인들이 노인 
'<b>노인보호구역</b> 안전, 양보와 배려로 함께 지켜요',https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005016205,도로교통공단이사장 윤종기이 일 서울시 관악노인종합복지관 인근 노인보호구역에서 노인 보행자에 대한 양보와 배려 문화 정착을 위한 사진행사를 진행했다 이번 행사는 노인보호구역에 대한 운전자의 인식과 
여기는 <b>노인보호구역</b>! 주변을 살피며 서행해 주세요,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005016206,도로교통공단이사장 윤종기이 일 서울시 관악노인종합복지관 인근 노인보호구역에서 노인보호구역에서는 반드시 서행해 주세요사진행사를 진행했다 노인보행자를 배려하자는 경찰관의 메시지 뒤로 
'<b>노인보호구역</b>'에서는 반드시 서행해주세요,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010209886,도로교통공단이사장 윤종기이 일 서울시 관악노인종합복지관 인근 노인보호구역에서 노인 보행자에 대한 양보와 배려 문화 정착을 위한 행사를 진행했다 이번 행사는 노인보호구역에 대한 운전자의 인식과 
'<b>노인보호구역</b>'에서는 반드시 서행해주세요,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010209884,도로교통공단이사장 윤종기이 일 서울시 관악노인종합복지관 인근 노인보호구역에서 노인 보행자에 대한 양보와 배려 문화 정착을 위한 행사를 진행했다 이번 행사는 노인보호구역에 대한 운전자의 인식과 
도로교통공단, <b>노인보호구역</b>에서는 주변을 살피며 서행해주세요,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010209885,도로교통공단이사장 윤종기이 일 서울시 관악노인종합복지관 인근 노인보호구역에서 노인 보행자에 대한 양보와 배려 문화 정착을 위한 행사를 진행했다 경찰관이 노인보호구역 안전을 위한 메시지를 전하고 
'<b>노인보호구역</b> 안전, 양보와 배려로 함께 지켜요',https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005016208,도로교통공단이사장 윤종기이 일 서울시 관악노인종합복지관 인근 노인보호구역에서 노인 보행자에 대한 양보와 배려 문화 정착을 위한 사진행사를 진행했다 공단 마스코트 호둥이와 함께 노인들과 경찰관이 
여기는 <b>노인보호구역</b>, 주변을 살피며 서행 운전!,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005016209,도로교통공단이사장 윤종기이 일 서울시 관악노인종합복지관 인근 노인보호구역에서 노인 보행자에 대한 양보와 배려 문화 정착을 위한 사진행사를 진행했다 이번 행사는 노인보호구역에 대한 인식과 주의를 
'<b>노인보호구역</b>'에서는 반드시 서행해주세요,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010209883,도로교통공단이사장 윤종기이 일 서울시 관악노인종합복지관 인근 노인보호구역에서 노인 보행자에 대한 양보와 배려 문화 정착을 위한 행사를 진행했다 공단 마스코트 호둥이 호순이와 함께 노인들이 
도로교통공단, <b>노인</b> 보행자 양보·배려 캠페인,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010209882,도로교통공단이사장 윤종기이 일 서울시 관악노인종합복지관 인근 노인보호구역에서 노인 보행자에 대한 양보와 배려 문화 정착을 위한 행사를 진행했다 공단 마스코트 호둥이 호순이와 함께 노인들과 
송아량 <b>서울시</b>의원 &quot;막무가내식 전통시장 <b>노인보호구역</b> 지정 안돼&quot;,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=277&aid=0004922977,서울시는 지난 월 전통시장 주변에 노인보행사고 발생률이 높아 전통시장 주변을 노인보호구역으로 서울시장이 직권으로 지정하겠다고 발표했다 노인보호구역으로 지정되면 차량속도가 시속 로 제한되고 불법 
송아량 <b>서울시</b>의원 “막무가내식 전통시장 <b>노인보호구역</b> 지정 안돼”,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=081&aid=0003195248,서울시는 지난 월 전통시장 주변에 노인보행사고 발생률이 높아 전통시장 주변을 노인보호구역으로 서울시장이 직권으로 지정하겠다고 발표했다 노인보호구역으로 지정되면 차량속도가 시속 로 제한되고 불법 
송아량 <b>서울시</b>의원 “막무가내식 전통시장 <b>노인보호구역</b> 지정 안돼”,http://www.newsway.co.kr/news/view?tp=1&ud=2021061817564064392,서울시는 지난 월 전통시장 주변에 노인보행사고 발생률이 높아 전통시장 주변을 노인보호구역으로 서울시장이 직권으로 지정하겠다고 발표했다 노인보호구역으로 지정되면 차량속도가 시속 로 제한되고 불법 
서울자치경찰위·서울경찰, 교통사망사고 총력 대응…100명대 감소 목표,http://www.gosiweek.com/18132,기자 서울시 자치경찰위원회는 월 일부터 월 일까지 한 달간 서울경찰청과 함께 최근 들어 증가하고 어린이보호구역 내 교통사고 예방 활동을 펼친다  아울러 노인 교통사고 예방을 위해 사고다발 구간과 
<b>서울시</b>, 관악·광진·성동구 올해 '미세먼지 집중관리<b>구역</b>' 지정,https://www.safetynews.co.kr/news/articleView.html?idxno=206869,어린이노인 등이 이용하는 시설이 집중된 지역을 대상으로 대기오염 배출 사업장 지도점검 도로 청소 강화 미세먼지 저감 장치 등을 설치해 시민 건강을 보호하는 안심구역이다 서울시는 이번 집중관리구역 지정을 
<b>서울시</b>, 관악·광진·성동구 ‘미세먼지 집중관리<b>구역</b>’ 신규 지정,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=018&aid=0004990615,서울시 제공미세먼지 집중관리구역으로 지정된 자치구는 미세먼지 저감과 어린이 노인 등 취약계층 건강 보호를 위해 각 지역별 특성에 맞는 맞춤형 운영계획을 수립했다 예컨대 관악구는 직화구이 음식점에 소규모 
<b>서울시</b>, 올해'미세먼지 집중관리<b>구역</b>'관악·광진·성동 신규 지정,http://www.weeklytoday.com/news/articleView.html?idxno=388059,어린이노인 등이 이용하는 시설이 집중된 지역을 대상으로 대기오염 배출 사업장 지도점검 도로 청소 강화 미세먼지 저감 장치 등을 설치해 시민 건강을 보호하는 안심구역이다 서울시는 이번 집중관리구역 지정을 
<b>서울시</b>, 올해'미세먼지 집중관리<b>구역</b>'관악·광진·성동 신규 지정,http://www.discoverynews.kr/news/articleView.html?idxno=611028,어린이노인 등이 이용하는 시설이 집중된 지역을 대상으로 대기오염 배출 사업장 지도점검 도로 청소 강화 미세먼지 저감 장치 등을 설치해 시민 건강을 보호하는 안심구역이다 서울시는 이번 집중관리구역 지정을 
<b>서울시</b>, 관악ㆍ광진ㆍ성동 '미세먼지 집중관리<b>구역</b>' 지정,http://www.hg-times.com/news/articleView.html?idxno=230917,금천구가 설치한 미세먼지안심쉼터 모습 서울시가 올해 관악광진성동 곳을 미세먼지 한편 미세먼지 집중관리구역으로 지정된 자치구는 미세먼지 저감과 어린이 노인 등 취약계층 건강 보호를 위해 각 지역별 
<b>서울시</b>, 미세먼지 집중관리<b>구역</b>에 관악·광진·성동구 신규 지정,http://www.newspim.com/news/view/20210721000714,서울시가 일 올해 미세먼지 집중관리구역으로 관악광진성동 곳을 추가 지정했다 이들 자치구에는 미세먼지 집중관리구역으로 지정된 자치구는 미세먼지 저감과 어린이 노인 등 취약계층 건강 보호를 위해 각 
<b>서울시</b> '미세먼지 집중관리<b>구역</b>' 관악·광진·성동 추가,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005491713,이들 자치구에는 내년부터 서울시가 사업비를 지원 지역별 맞춤형 미세먼지 저감사업을 추진하게 된다 미세먼지 집중관리구역은 어린이집 노인복지시설 등 어린이노인 등이 이용하는 시설이 집중된 지역을 대상으로 
“고령자 교통사고는 매년증가…<b>노인보호구역</b> 지정은 고작 2.4%,http://www.mdtoday.co.kr/mdtoday/index.html?no=367728,김철민 의원은 통계청에 따르면 내년부터 세 고령인구가 연평균 약 만명씩 늘어날 것으로 전망하고 있다면서 교통약자인 어르신을 보호하기 위해 서울시가 적극적으로 노인보호구역을 확대해야 할 것 
<b>서울시</b>, 전통시장 주변도 '<b>노인보호구역</b>' 지정,http://www.100ssd.co.kr/news/articleView.html?idxno=76531,이에 서울시는 올해 월 전통시장을 노인보호구역으로 지정할 수 있도록 노인보호구역에 관한 조례를 제정했다 노인보호구역으로 지정되면 시속 로 차량속도가 제한되고 불법주정차 과태료도 일반도로 대비 배 
<b>서울시</b>, 불법으로 뒤엉킨 전통시장 주변 '<b>노인보호구역</b>' 지정ㆍ운영,http://www.gukjenews.com/news/articleView.html?idxno=2206298,서울시는 이런 내용으로 올해 개 전통시장 주변을 노인보호구역으로 첫 지정하고 전통시장을 포함해 연말까지 총 개 구역을 신규 지정한다고 밝혔다 이와 함께 개 전통시장은  성북구 장위시장  동대문구 
<b>서울시</b>, <b>노인</b> 보행자 사고 잦은 전통시장 주변 ‘<b>노인보호구역</b>’ 지정,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=056&aid=0011027590,서울시는 전국에서 최초로 전통시장 주변을 노인보호구역으로 지정했다면서 올해 안에 곳으로 지정 대상을 확대하겠다고 밝혔습니다 사진 출처  연합뉴스  서울시 제공 구경하
<b>서울시</b>, 전통시장 주변 '<b>노인보호구역</b>' 지정... '시속 30㎞ㆍ과태료 2배',http://www.hg-times.com/news/articleView.html?idxno=227701,현재 서울시내에 지정돼 있는 노인보호구역은 총 개소다 시 관계자는 올해 최초로 전통시장을 노인보호구역으로 지정하는 만큼 노인보행 사고 특성과 각 지역 도로교통 특성을 동시에 반영한 유형별 표준모델을 
<b>서울시</b>, 장위시장 등 전통시장 주변 '<b>노인보호구역</b>' 지정,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010452746,물건과 시장 이용객 불법주정차 차량 등으로 복잡하게 뒤엉켜 노인 보행사고의 가장 많은 가 발생하고 있는 서울 내 전통시장 주변 도로가 전국 최초로 노인보호구역으로 지정한다 서울시는 보행사고가 가장 
<b>서울시</b>, 청량리 청과물시장 등 4곳 <b>노인보호구역</b> 지정,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202104181309039280034,등도 노인보호구역으로 지정할 계획이다 이와 함께 서울 시내 개 학교 통학로 주변에는 나무를 심는 녹화사업을 진행한다 송파구 세륜초 보성중 보성고교 근처에는 아우디폭스바겐코리아주가 사회공헌사업으로 
<b>서울시</b>, 전통시장 4곳 '<b>노인보호구역</b>' 지정...차량 시속 30㎞로 제한,http://www.smartfn.co.kr/view.php?ud=20210418111551862d5d29c6899_46,이는 서울시가 지난 월 제정한 노인보호구역에 관한 조례에 따른 것이다 도로교통법상 노인보호구역 지정 대상에는 전통시장이 명시돼있지 않고 조례로 정할 수 있게 돼 있다 시는 작년에 보행자 교통사고 사망자 
관악·광진·성동, 서울 미세먼지 집중관리<b>구역</b> 신규 지정,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=014&aid=0004678682,이번에 지정되는 자치구에는 내년부터 서울시가 사업비를 지원 지역별 맞춤형 미세먼지 저감사업을 추진하게 된다 미세먼지 집중관리구역으로 지정된 자치구는 미세먼지 저감과 어린이 노인 등 취약계층 건강 보호를 
<b>서울시</b>, 6월부터 교통사고 잦은 전통시장 ‘<b>노인보호구역</b>’ 지정,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=028&aid=0002540856,서울시는 일 노인 보행사고가 많은 성북구 장위시장과 동대문구 청량리청과물시장 도봉구 도깨비시장 성대시장을 노인보호구역으로 지정하고 올 월부터 불법 주정차 단속 등을 강화한다고 밝혔다 올 월부터 
<b>서울시</b>, 미세먼지 집중관리<b>구역</b> '관악·광진·성동' 지정 추진…24일까지 주민...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=277&aid=0004917244,미세먼지 집중관리구역은 어린이노인 등이 이용하는 시설이 집중된 지역을 미세먼지 집중관리구역 건강을 보호하기 위한 안심구역이다 서울시는 지난해 금천영등포동작은평서초중구 곳을 미세먼지 
<b>서울시</b>, 관악·광진·성동 '미세먼지 집중관리<b>구역</b>' 지정 추진,http://www.kbiznews.co.kr/news/articleView.html?idxno=82558,미세먼지 집중관리구역은 어린이노인 등이 이용하는 시설이 집중된 지역을 미세먼지 집중관리구역 건강을 보호하기 위한 안심구역이다 서울시는 지난해 금천영등포동작은평서초중구 곳을 미세먼지 
<b>서울시</b>, 관악·광진·성동구 미세먼지 집중관리<b>구역</b> 지정 추진,https://www.etoday.co.kr/news/view/2034009,어린이노인 등이 이용하는 시설이 집중된 지역을 지정하고 대기오염 배출 사업장 지도점검 및 도로 청소 강화 미세먼지 저감 장치 등을 설치해 시민의 건강을 보호하기 위한 안심구역이다 서울시는 지난해 금천 
관악·광진·성동구, <b>서울시</b> '미세먼지 집중관리<b>구역</b>' 지정,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=008&aid=0004599289,구역으로 선정하고 오는 일까지 주민의견을 받는다고 일 밝혔다 미세먼지 집중관리구역은 어린이노인 건강을 보호하기 위한 안심구역이다 앞서 서울시는 지난해 금천영등포동작은평서초중구 곳을 
<b>서울시</b>, 관악·광진·성동구 3곳 미세먼지 집중관리<b>구역</b> 추가 지정 추진,http://www.newscj.com/news/articleView.html?idxno=868415,윤재삼 서울시 대기정책과장은미세먼지 집중관리구역 운영을 통해 자치구별 특성에 맞는 미세먼지 저감 사업으로 시민건강 보호를 위해 지속적으로 노력하겠다며시민 여러분의 지속적인 관심과 협조를 바란다고 
<b>서울시</b>, 관악·광진·성동구 미세먼지 집중관리<b>구역</b> 지정 추진,https://www.asiatoday.co.kr/view.php?key=20210609010005327,미세먼지 집중관리구역은 어린이노인 등이 이용하는 시설이 집중된 지역에 미세먼지 저감 장치 등을 설치해 시민의 건강을 보호하기 위한 안심구역이다시는 주민의견을 종합 검토한 뒤 자치구 및 환경부 협의를 거쳐 
장위시장·도깨비시장 등 전통시장 4곳 '<b>노인보호구역</b>' 지정,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005295994,전통시장 주변에 노인보호구역이 지정되는 것은 이번이 전국 최초다 도로교통법이 정한 지정대상에 전통시장이 포함되지 않았기 때문이다 서울시는 지난해 교통사고로 사망한 보행자 명 중 명이 노인이었고 노인 
'사고다발' 청량리 청과물시장 등 전통시장 4곳 '<b>노인보호구역</b>' 지정,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=018&aid=0004904716,서울시는 년부터 복지관 경로당 의료시설 등 어르신 유동인구가 많은 시설을 중심으로 노인보호구역을 지정하고 있다 현재 서울시내에 총 개소가 지정돼있다 양지윤
<b>노인</b>보행사고 빈번한 '전통시장'…<b>노인보호구역</b> 지정된다,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=032&aid=0003069770,서울시는 앞서 지난 월 노인보호구역에 관한 조례를 제정해 관련 근거를 마련했다 특히 전통시장은 복지관이나 경로당 등 노인보호구역 시설과 달리 구역지정을 신청하는 주체가 불분명한 경우가 많아 서울시장이 
'보행사고 최다' 전통시장, <b>노인보호구역</b>으로 지정…30㎞ 속도제한,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=008&aid=0004574485,서울시는 도로교통법 개정으로 노인보호구역 제도가 생긴 년부터 복지관 경로당 의료시설 등 노인 유동인구가 많은 시설을 중심으로 노인보호구역을 지정하고 있다 현재 서울시내에 총 개소가 지정돼있다 
<b>서울시</b>, 양천·도봉·동작·성북 등 전통시장 4곳 <b>노인보호구역</b> 지정,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=021&aid=0002463626,서울 시내에 위치한 노인보행사고 집중 발생 전통시장 곳이 노인보호구역으로 새로 설정된다 일 서울시에 따르면 양천구 목동깨비시장 도봉구 도깨비시장 동작구 성대시장 성북구 장위전통시장 등 곳을 
<b>노인</b> 교통사고 40% 일어나는 ‘이곳’… <b>노인보호구역</b> 지정한다,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=005&aid=0001431647,전통시장은 노인 보행사고의 가 일어날 만큼 노인 보행자에게 위험 지역이었지만 그간 노인보호구역으로 지정되지 않았다 서울시는 오는 월부터 성북구 장위시장 동대문구 청량리 청과물시장 도봉구 도깨비시장 
서울 전통시장 주변 <b>노인보호구역</b> 6월 첫 지정…불법주·정차 과태료 2배,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=029&aid=0002667867,숙제 서울시는 시내 노인 보행사고 발생이 잦은 전통시장 주변 도로를 전국 최초로 노인보호구역으로 올해 월 지정한다고 일 밝혔다 사고가 가장 빈번했던 성북구 장위시장 동대문구 청량리 청과물 시장 도봉구 
어린이보다 홀대 받는 <b>노인</b> 교통사고…<b>보호구역</b> 지정률 6분의1 불과,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=277&aid=0004339193,특히 노인보호구역 지정은 서울시 전체 평균 로 매우 저조했다 양로원 요양시설 경로당 등 지정 가능시설 개 중 개만 보호구역으로 지정됐다 자치구별로 보면 중랑구가 개 중 개 지정로 
[액티브 시니어] &quot;경로효친 실천 이끌 제도 마련해야&quot;… 대한<b>노인</b>회 <b>서울시</b>연...,http://www.viva100.com/main/view.php?key=20210511010001967,같이 노인 보호구역을 확대하는 것이 필요하다고 덧붙였다 김 회장은 이같은 과제들을 해결하기 위해서는 오세훈 서울시장과 김인호 서울시의회 의장의 지지와 협력이 절실하다고 강조했다 이어 등단한 오 시장은 
서대문구 독립공원서 '별 하나에 순간' 야외 전시회 개최,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=277&aid=0004964999,중랑구는 올해 서울시 공모사업인 사회적경제 생태계조성사업에 선정돼 개 분야로 개 사업을 추진 아울러 구는 경동어린이집을 어린이 보호구역으로 신규 지정 기존에 지정한 신당초와 청구초 주변도 지정 구역을 
&quot;있어도 문제 없어도 문제&quot;...실효성 떨어지는 <b>노인보호구역</b>,http://www.newspim.com/news/view/20180718000211,일 경찰청과 서울시 등에 따르면 노인보호구역은 교통약자인 노인을 교통사고의 위험으로부터 보호하기 위해 지난 년부터 시행되고 있다 노인 통행량이 많은 양로원이나 노인병원 등 시설을 중심으로 반경  
관악·광진·성동구 '미세먼지 집중관리<b>구역</b>' 지정 추진,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005403017,노인 등이 이용하는 시설이 집중된 지역을 미세먼지 집중관리구역으로 지정 대기오염 배출 사업장 지도점검 및 도로 청소 강화 미세먼지 저감 장치 등을 설치해 시민의 건강을 보호하기 위한 안심구역이다 서울시 
이은주 의원, 어린이<b>보호구역</b> 교통안전 위한 통합관리시스템 입력률 여전히 저...,http://www.boannews.com/media/view.asp?idx=97195&kind=,으로 서울시의 교통안전시설 설치 현황을 제공하는 목적으로 어린이노인장애인보호구역에 대한 정보는 없다이은주 의원은 작년 국정감사에서도 사업 완료 시점이 이미 늦어진 만큼 관계 부처와 협조해 
